id|custom_title|stubhub_title|vividseats_title
726554|Detroit Tigers at Philadelphia Phillies Spring Training (SS)|Detroit Tigers vs Philadelphia Phillies 11/3/2012 Spring Training Tickets at StubHub!|Spring Training - Detroit Tigers at Philadelphia Phillies (Split Squad)
726555|Florida State Seminoles at Philadelphia Phillies Spring Training|Florida State Seminoles vs Philadelphia Phillies [02/29/2012] Spring Training Tickets at StubHub!|Spring Training - Florida State Seminoles at Philadelphia Phillies
726556|Toronto Blue Jays at Philadelphia Phillies Spring Training|Toronto Blue Jays vs Philadelphia Phillies 31/3/2012 Spring Training Tickets at StubHub!|Spring Training - Toronto Blue Jays at Philadelphia Phillies
726743|Los Angeles Angels at San Diego Padres (Saturday May 19, 2012)|San Diego Padres vs Los Angeles Angels [05/19/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at San Diego Padres
726744|Los Angeles Dodgers at San Diego Padres (Thursday April 5, 2012)|San Diego Padres vs Los Angeles Dodgers [04/05/2012] Tickets at StubHub!|Los Angeles Dodgers at San Diego Padres
726745|Los Angeles Angels at San Diego Padres (Friday May 18, 2012)|San Diego Padres vs Los Angeles Angels [05/18/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at San Diego Padres
726748|Los Angeles Angels at San Diego Padres (Sunday May 20, 2012)|San Diego Padres vs Los Angeles Angels [05/20/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at San Diego Padres
727485|Los Angeles Angels at Cleveland Indians (Friday April 27, 2012)|Cleveland Indians vs Los Angeles Angels [4/27/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Cleveland Indians
727486|Los Angeles Angels at Cleveland Indians (Sunday April 29, 2012)|Cleveland Indians vs Los Angeles Angels [4/29/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Cleveland Indians
727487|Los Angeles Angels at Cleveland Indians (Saturday April 28, 2012)|Cleveland Indians vs Los Angeles Angels [4/28/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Cleveland Indians
727488|Los Angeles Angels at Cleveland Indians (Monday July 2, 2012)|Cleveland Indians vs Los Angeles Angels [7/2/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Cleveland Indians
727489|Los Angeles Angels at Cleveland Indians (Tuesday July 3, 2012)|Cleveland Indians vs Los Angeles Angels [7/3/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Cleveland Indians
727490|Los Angeles Angels at Cleveland Indians (Wednesday July 4, 2012(|Cleveland Indians vs Los Angeles Angels [7/4/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Cleveland Indians
727506|Los Angeles Angels at Detroit Tigers (Saturday August 25, 2012)|Detroit Tigers vs Los Angeles Angels [8/25/2012] Tickets at StubHub!|
727507|Los Angeles Angels at Detroit Tigers (Friday August 24, 2012)|Detroit Tigers vs Los Angeles Angels [8/24/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Detroit Tigers
727508|Los Angeles Angels at Detroit Tigers (Sunday August 26, 2012)|Detroit Tigers vs Los Angeles Angels [8/26/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Detroit Tigers
727509|Los Angeles Angels at Detroit Tigers (Monday July 16, 2012)|Detroit Tigers vs Los Angeles Angels [7/16/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Detroit Tigers
727510|Los Angeles Angels at Detroit Tigers (Tuesday July 17, 2012)|Detroit Tigers vs Los Angeles Angels [7/17/2012] Tickets at StubHub!|
727511|Los Angeles Angels at Detroit Tigers (Wednesday July 18, 2012)|Detroit Tigers vs Los Angeles Angels [7/18/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Detroit Tigers
727512|Los Angeles Angels at Detroit Tigers (Thursday July 19, 2012)|Detroit Tigers vs Los Angeles Angels [7/19/2012] Tickets at StubHub!|
727546|Kansas City Royals at Detroit Tigers (Wednesday May 2, 2012)|Detroit Tigers vs Kansas City Royals [5/2/2012] Tickets at StubHub!|Kansas City Royals at Detroit Tigers
727547|Kansas City Royals at Detroit Tigers (Tuesday May 1, 2012)|Detroit Tigers vs Kansas City Royals [5/1/2012] Tickets at StubHub!|Kansas City Royals at Detroit Tigers
727548|Kansas City Royals at Detroit Tigers (Monday April 30, 2012)|Detroit Tigers vs Kansas City Royals [4/30/2012] Tickets at StubHub!|Kansas City Royals at Detroit Tigers
728658|Tampa Bay Rays at Chicago White Sox (Saturday September 29, 2012)|Chicago White Sox vs Tampa Bay Rays [9/29/2012] Tickets at StubHub!|Tampa Bay Rays at Chicago White Sox
728659|Kansas City Royals at Chicago White Sox (Saturday September 8, 2012)|Chicago White Sox vs Kansas City Royals [9/8/2012] Tickets at StubHub!|Kansas City Royals at Chicago White Sox
728660|Kansas City Royals at Chicago White Sox (Friday May 11, 2012)|Chicago White Sox vs Kansas City Royals [5/11/2012] Tickets at StubHub!|Kansas City Royals at Chicago White Sox
728661|Toronto Blue Jays at Chicago White Sox (Sunday July 8, 2012)|Chicago White Sox vs Toronto Blue Jays [7/8/2012] Tickets at StubHub!|Toronto Blue Jays at Chicago White Sox
728662|Detroit Tigers at Chicago White Sox (Sunday April 15, 2012)|Chicago White Sox vs Detroit Tigers [4/15/2012] Tickets at StubHub!|Detroit Tigers at Chicago White Sox
728663|Toronto Blue Jays at Chicago White Sox (Saturday July 7, 2012)|Chicago White Sox vs Toronto Blue Jays [7/7/2012] Tickets at StubHub!|Toronto Blue Jays at Chicago White Sox
728664|Baltimore Orioles at Chicago White Sox (Tuesday April 17, 2012)|Chicago White Sox vs Baltimore Orioles [4/17/2012] Tickets at StubHub!|Baltimore Orioles at Chicago White Sox
728665|Texas Rangers at Chicago White Sox (Thursday July 5, 2012)|Chicago White Sox vs Texas Rangers [7/5/2012] Tickets at StubHub!|Texas Rangers at Chicago White Sox
728666|Minnesota Twins at Chicago White Sox (Wednesday May 23, 2012)|Chicago White Sox vs Minnesota Twins [5/23/2012] Tickets at StubHub!|Minnesota Twins at Chicago White Sox
728667|Seattle Mariners at Chicago White Sox (Saturday August 25, 20120|Chicago White Sox vs Seattle Mariners [8/25/2012] Tickets at StubHub!|Seattle Mariners at Chicago White Sox
728668|Baltimore Orioles at Chicago White Sox (Thursday April 19, 2012)|Chicago White Sox vs Baltimore Orioles [4/19/2012] Tickets at StubHub!|Baltimore Orioles at Chicago White Sox
728669|Oakland Athletics at Chicago White Sox (Sunday August 12, 2012)|Chicago White Sox vs Oakland Athletics [8/12/2012] Tickets at StubHub!|Oakland Athletics at Chicago White Sox
728670|Kansas City Royals at Chicago White Sox (Monday August 6, 2012)|Chicago White Sox vs Kansas City Royals [8/6/2012] Tickets at StubHub!|Kansas City Royals at Chicago White Sox
728671|Milwaukee Brewers at Chicago White Sox (Saturday June 23, 2012)|Chicago White Sox vs Milwaukee Brewers [6/23/2012] Tickets at StubHub!|Milwaukee Brewers at Chicago White Sox
728672|Houston Astros at Chicago White Sox (Sunday June 10, 2012)|Chicago White Sox vs Houston Astros [6/10/2012] Tickets at StubHub!|Houston Astros at Chicago White Sox
728673|Toronto Blue Jays at Chicago White Sox (Tuesday June 5, 2012)|Chicago White Sox vs Toronto Blue Jays [6/5/2012] Tickets at StubHub!|Toronto Blue Jays at Chicago White Sox
728674|Kansas City Royals at Chicago White Sox (Wednesday August 8, 2012)|Chicago White Sox vs Kansas City Royals [8/8/2012] Tickets at StubHub!|Kansas City Royals at Chicago White Sox
728675|Chicago Cubs at Chicago White Sox (Tuesday June 19, 2012)|Chicago White Sox vs Chicago Cubs [6/19/2012] Tickets at StubHub!|Chicago Cubs at Chicago White Sox
728676|Houston Astros at Chicago White Sox (Friday June 8, 2012)|Chicago White Sox vs Houston Astros [6/8/2012] Tickets at StubHub!|Houston Astros at Chicago White Sox
728677|Minnesota Twins at Chicago White Sox (Tuesday September 4, 2012)|Chicago White Sox vs Minnesota Twins [9/4/2012] Tickets at StubHub!|Minnesota Twins at Chicago White Sox
728678|Cleveland Indians at Chicago White Sox (Wednesday May 2, 2012)|Chicago White Sox vs Cleveland Indians [5/2/2012] Tickets at StubHub!|Cleveland Indians at Chicago White Sox
728679|Oakland Athletics at Chicago White Sox (Friday August 10, 2012)|Chicago White Sox vs Oakland Athletics [8/10/2012] Tickets at StubHub!|Oakland Athletics at Chicago White Sox
728680|Boston Red Sox at Chicago White Sox (Friday April 27, 2012)|Chicago White Sox vs Boston Red Sox [4/27/2012] Tickets at StubHub!|Boston Red Sox at Chicago White Sox
728681|Cleveland Indians at Chicago White Sox (Wednesday September 26, 2012)|Chicago White Sox vs Cleveland Indians [9/26/2012] Tickets at StubHub!|Cleveland Indians at Chicago White Sox
728682|Milwaukee Brewers at Chicago White Sox (Friday June 22, 2012)|Chicago White Sox vs Milwaukee Brewers [6/22/2012] Tickets at StubHub!|Milwaukee Brewers at Chicago White Sox
728683|New York Yankees at Chicago White Sox (Monday August 20, 2012)|Chicago White Sox vs New York Yankees [8/20/2012] Tickets at StubHub!|New York Yankees at Chicago White Sox
728684|Boston Red Sox at Chicago White Sox (Sunday April 29, 2012)|Chicago White Sox vs Boston Red Sox [4/29/2012] Tickets at StubHub!|Boston Red Sox at Chicago White Sox
728685|Cleveland Indians at Chicago White Sox (Monday September 24, 2012)|Chicago White Sox vs Cleveland Indians [9/24/2012] Tickets at StubHub!|Cleveland Indians at Chicago White Sox
728686|Cleveland Indians at Chicago White Sox (Sunday May 27, 2012)|Chicago White Sox vs Cleveland Indians [5/27/2012] Tickets at StubHub!|Cleveland Indians at Chicago White Sox
728687|Detroit Tigers at Chicago White Sox (Monday May 14, 2012)|Chicago White Sox vs Detroit Tigers [5/14/2012] Tickets at StubHub!|Detroit Tigers at Chicago White Sox
728688|New York Yankees at Chicago White Sox (Wednesday August 22, 2012)|Chicago White Sox vs New York Yankees [8/22/2012] Tickets at StubHub!|New York Yankees at Chicago White Sox
728689|Seattle Mariners at Chicago White Sox (Saturday June 2, 2012)|Chicago White Sox vs Seattle Mariners [6/2/2012] Tickets at StubHub!|Seattle Mariners at Chicago White Sox
728690|Tampa Bay Rays at Chicago White Sox (Sunday September 30, 2012)|Chicago White Sox vs Tampa Bay Rays [9/30/2012] Tickets at StubHub!|Tampa Bay Rays at Chicago White Sox
728691|Cleveland Indians at Chicago White Sox (Friday May 25, 2012)|Chicago White Sox vs Cleveland Indians [5/25/2012] Tickets at StubHub!|Cleveland Indians at Chicago White Sox
728692|Kansas City Royals at Chicago White Sox (Saturday May 12, 2012)|Chicago White Sox vs Kansas City Royals [5/12/2012] Tickets at StubHub!|Kansas City Royals at Chicago White Sox
728693|Los Angeles Angels at Chicago White Sox (Sunday August 5, 2012)|Chicago White Sox vs Los Angeles Angels [8/5/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Chicago White Sox
728694|Tampa Bay Rays at Chicago White Sox (Friday September 28, 2012)|Chicago White Sox vs Tampa Bay Rays [9/28/2012] Tickets at StubHub!|Tampa Bay Rays at Chicago White Sox
728695|Detroit Tigers at Chicago White Sox (Tuesday September 11, 2012)|Chicago White Sox vs Detroit Tigers [9/11/2012] Tickets at StubHub!|Detroit Tigers at Chicago White Sox
728696|Texas Rangers at Chicago White Sox (Wednesday July 4, 2012)|Chicago White Sox vs Texas Rangers [7/4/2012] Tickets at StubHub!|Texas Rangers at Chicago White Sox
728697|Kansas City Royals at Chicago White Sox (Tuesday August 7, 2012)|Chicago White Sox vs Kansas City Royals [8/7/2012] Tickets at StubHub!|Kansas City Royals at Chicago White Sox
728698|Toronto Blue Jays at Chicago White Sox (Wednesday June 6, 2012)|Chicago White Sox vs Toronto Blue Jays [6/6/2012] Tickets at StubHub!|Toronto Blue Jays at Chicago White Sox
728699|Minnesota Twins at Chicago White Sox (Tuesday July 24, 2012)|Chicago White Sox vs Minnesota Twins [7/24/2012] Tickets at StubHub!|Minnesota Twins at Chicago White Sox
728700|Kansas City Royals at Chicago White Sox (Sunday September 9, 2012)|Chicago White Sox vs Kansas City Royals [9/9/2012] Tickets at StubHub!|Kansas City Royals at Chicago White Sox
728701|Toronto Blue Jays at Chicago White Sox (Friday July 6, 2012)|Chicago White Sox vs Toronto Blue Jays [7/6/2012] Tickets at StubHub!|Toronto Blue Jays at Chicago White Sox
728702|Detroit Tigers at Chicago White Sox (Saturday April 14, 2012)|Chicago White Sox vs Detroit Tigers [4/14/2012] Tickets at StubHub!|Detroit Tigers at Chicago White Sox
728703|Minnesota Twins at Chicago White Sox (Tuesday May 22, 2012)|Chicago White Sox vs Minnesota Twins [5/22/2012] Tickets at StubHub!|Minnesota Twins at Chicago White Sox
728704|Milwaukee Brewers at Chicago White Sox (Sunday June 24, 2012)|Chicago White Sox vs Milwaukee Brewers [6/24/2012] Tickets at StubHub!|Milwaukee Brewers at Chicago White Sox
728705|Los Angeles Angels at Chicago White Sox (Friday August 3, 2012)|Chicago White Sox vs Los Angeles Angels [8/3/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Chicago White Sox
728706|Baltimore Orioles at Chicago White Sox (Monday April 16, 2012)|Chicago White Sox vs Baltimore Orioles [4/16/2012] Tickets at StubHub!|Baltimore Orioles at Chicago White Sox
728707|Detroit Tigers at Chicago White Sox (Wednesday September 12, 2012)|Chicago White Sox vs Detroit Tigers [9/12/2012] Tickets at StubHub!|Detroit Tigers at Chicago White Sox
728708|Detroit Tigers at Chicago White Sox (Thursday September 13, 2012)|Chicago White Sox vs Detroit Tigers [9/13/2012] Tickets at StubHub!|Detroit Tigers at Chicago White Sox
728709|Minnesota Twins at Chicago White Sox (Monday July 23, 2012)|Chicago White Sox vs Minnesota Twins [7/23/2012] Tickets at StubHub!|Minnesota Twins at Chicago White Sox
728710|Seattle Mariners at Chicago White Sox (Friday August 24, 2012)|Chicago White Sox vs Seattle Mariners [8/24/2012] Tickets at StubHub!|Seattle Mariners at Chicago White Sox
728711|Baltimore Orioles at Chicago White Sox (Wednesday April 18, 2012)|Chicago White Sox vs Baltimore Orioles [4/18/2012] Tickets at StubHub!|Baltimore Orioles at Chicago White Sox
728712|Minnesota Twins at Chicago White Sox (Wednesday July 25, 2012)|Chicago White Sox vs Minnesota Twins [7/25/2012] Tickets at StubHub!|Minnesota Twins at Chicago White Sox
728713|Minnesota Twins at Chicago White Sox (Monday September 3, 2012)|Chicago White Sox vs Minnesota Twins [9/3/2012] Tickets at StubHub!|Minnesota Twins at Chicago White Sox
728714|Seattle Mariners at Chicago White Sox (Sunday August 26, 2012)|Chicago White Sox vs Seattle Mariners [8/26/2012] Tickets at StubHub!|Seattle Mariners at Chicago White Sox
728715|Houston Astros at Chicago White Sox (Saturday June 9, 2012)|Chicago White Sox vs Houston Astros [6/9/2012] Tickets at StubHub!|Houston Astros at Chicago White Sox
728716|Kansas City Royals at Chicago White Sox (Friday September 7, 2012)|Chicago White Sox vs Kansas City Royals [9/7/2012] Tickets at StubHub!|Kansas City Royals at Chicago White Sox
728717|Detroit Tigers at Chicago White Sox (Monday September 10, 2012)|Chicago White Sox vs Detroit Tigers [9/10/2012] Tickets at StubHub!|Detroit Tigers at Chicago White Sox
728718|Oakland Athletics at Chicago White Sox (Saturday August 11, 2012)|Chicago White Sox vs Oakland Athletics [8/11/2012] Tickets at StubHub!|Oakland Athletics at Chicago White Sox
728719|Chicago Cubs at Chicago White Sox (Monday June 18, 2012)|Chicago White Sox vs Chicago Cubs [6/18/2012] Tickets at StubHub!|Chicago Cubs at Chicago White Sox
728720|Minnesota Twins at Chicago White Sox (Wednesday September 5, 2012)|Chicago White Sox vs Minnesota Twins [9/5/2012] Tickets at StubHub!|Minnesota Twins at Chicago White Sox
728721|Texas Rangers at Chicago White Sox (Tuesday July 3, 2012)|Chicago White Sox vs Texas Rangers [7/3/2012] Tickets at StubHub!|Texas Rangers at Chicago White Sox
728722|Cleveland Indians at Chicago White Sox (Thursday May 3, 2012)|Chicago White Sox vs Cleveland Indians [5/3/2012] Tickets at StubHub!|Cleveland Indians at Chicago White Sox
728723|New York Yankees at Chicago White Sox (Tuesday August 21, 2012)|Chicago White Sox vs New York Yankees [8/21/2012] Tickets at StubHub!|New York Yankees at Chicago White Sox
728724|Boston Red Sox at Chicago White Sox (Thursday April 26, 2012)|Chicago White Sox vs Boston Red Sox [4/26/2012] Tickets at StubHub!|Boston Red Sox at Chicago White Sox
728725|Tampa Bay Rays at Chicago White Sox (Thursday September 27, 2012)|Chicago White Sox vs Tampa Bay Rays [9/27/2012] Tickets at StubHub!|Tampa Bay Rays at Chicago White Sox
728726|Cleveland Indians at Chicago White Sox (Saturday May 26, 2012)|Chicago White Sox vs Cleveland Indians [5/26/2012] Tickets at StubHub!|Cleveland Indians at Chicago White Sox
728727|Cleveland Indians at Chicago White Sox (Tuesday May 1, 2012)|Chicago White Sox vs Cleveland Indians [5/1/2012] Tickets at StubHub!|Cleveland Indians at Chicago White Sox
728728|Boston Red Sox at Chicago White Sox (Saturday April 28, 2012)|Chicago White Sox vs Boston Red Sox [4/28/2012] Tickets at StubHub!|Boston Red Sox at Chicago White Sox
728729|Seattle Mariners at Chicago White Sox (Sunday June 3, 2012)|Chicago White Sox vs Seattle Mariners [6/3/2012] Tickets at StubHub!|Seattle Mariners at Chicago White Sox
728730|Cleveland Indians at Chicago White Sox (Tuesday September 25, 2012)|Chicago White Sox vs Cleveland Indians [9/25/2012] Tickets at StubHub!|Cleveland Indians at Chicago White Sox
728731|Minnesota Twins at Chicago White Sox (Thursday May 24, 2012)|Chicago White Sox vs Minnesota Twins [5/24/2012] Tickets at StubHub!|Minnesota Twins at Chicago White Sox
728732|Detroit Tigers at Chicago White Sox (Tuesday May 15, 2012)|Chicago White Sox vs Detroit Tigers [5/15/2012] Tickets at StubHub!|Detroit Tigers at Chicago White Sox
728733|Chicago Cubs at Chicago White Sox (Wednesday June 20, 2012)|Chicago White Sox vs Chicago Cubs [6/20/2012] Tickets at StubHub!|Chicago Cubs at Chicago White Sox
728734|Seattle Mariners at Chicago White Sox (Friday June 1, 2012)|Chicago White Sox vs Seattle Mariners [6/1/2012] Tickets at StubHub!|Seattle Mariners at Chicago White Sox
728735|Toronto Blue Jays at Chicago White Sox (Thursday June 7, 2012)|Chicago White Sox vs Toronto Blue Jays [6/7/2012] Tickets at StubHub!|Toronto Blue Jays at Chicago White Sox
728736|Kansas City Royals at Chicago White Sox (Sunday May 13, 2012)|Chicago White Sox vs Kansas City Royals [5/13/2012] Tickets at StubHub!|Kansas City Royals at Chicago White Sox
728737|Los Angeles Angels at Chicago White Sox (Saturday August 4, 2012)|Chicago White Sox vs Los Angeles Angels [8/4/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Chicago White Sox
728738|Detroit Tigers at Chicago White Sox (Friday April 13, 2012)|Chicago White Sox vs Detroit Tigers [4/13/2012] Tickets at StubHub!|Detroit Tigers at Chicago White Sox
728869|Colorado Rockies at Los Angeles Dodgers (Saturday September 29, 2012)|Los Angeles Dodgers vs Colorado Rockies [9/29/2012] Tickets at StubHub!|Colorado Rockies at Los Angeles Dodgers
728870|Colorado Rockies at Los Angeles Dodgers (Friday May 11, 2012)|Los Angeles Dodgers vs Colorado Rockies [5/11/2012] Tickets at StubHub!|Colorado Rockies at Los Angeles Dodgers
728871|Colorado Rockies at Los Angeles Dodgers (Monday August 6, 2012)|Los Angeles Dodgers vs Colorado Rockies [8/6/2012] Tickets at StubHub!|Colorado Rockies at Los Angeles Dodgers
728872|St Louis Cardinals at Los Angeles Dodgers (Friday September 14, 2012)|Los Angeles Dodgers vs St Louis Cardinals [9/14/2012] Tickets at StubHub!|St. Louis Cardinals at Los Angeles Dodgers
728873|San Francisco Giants at Los Angeles Dodgers (Wednesday May 9, 2012)|Los Angeles Dodgers vs San Francisco Giants [5/9/2012] Tickets at StubHub!|San Francisco Giants at Los Angeles Dodgers
728874|Chicago White Sox at Los Angeles Dodgers (Saturday June 16, 2012)|Los Angeles Dodgers vs Chicago White Sox [6/16/2012] Tickets at StubHub!|Chicago White Sox at Los Angeles Dodgers
728875|Miami Marlins at Los Angeles Dodgers (Saturday August 25, 2012)|Los Angeles Dodgers vs Miami Marlins [8/25/2012] Tickets at StubHub!|Miami Marlins at Los Angeles Dodgers
728876|Arizona Diamondbacks at Los Angeles Dodgers (Sunday September 2, 2012)|Los Angeles Dodgers vs Arizona Diamondbacks [9/2/2012] Tickets at StubHub!|Arizona Diamondbacks at Los Angeles Dodgers
728877|St Louis Cardinals at Los Angeles Dodgers (Saturday May 19, 2012)|Los Angeles Dodgers vs St Louis Cardinals [5/19/2012] Tickets at StubHub!|St. Louis Cardinals at Los Angeles Dodgers
728878|New York Mets at Los Angeles Dodgers (Friday June 29, 2012)|Los Angeles Dodgers vs New York Mets [6/29/2012] Tickets at StubHub!|New York Mets at Los Angeles Dodgers
728879|Arizona Diamondbacks at Los Angeles Dodgers (Tuesday July 31, 2012)|Los Angeles Dodgers vs Arizona Diamondbacks [7/31/2012] Tickets at StubHub!|Arizona Diamondbacks at Los Angeles Dodgers
728880|Cincinnati Reds at Los Angeles Dodgers (Tuesday July 3, 2012)|Los Angeles Dodgers vs Cincinnati Reds [7/3/2012] Tickets at StubHub!|Cincinnati Reds at Los Angeles Dodgers
728881|San Francisco Giants at Los Angeles Dodgers (Tuesday October 2, 2012)|Los Angeles Dodgers vs San Francisco Giants [10/2/2012] Tickets at StubHub!|San Francisco Giants at Los Angeles Dodgers
728882|Atlanta Braves at Los Angeles Dodgers (Wednesday April 25, 2012)|Los Angeles Dodgers vs Atlanta Braves [4/25/2012] Tickets at StubHub!|Atlanta Braves at Los Angeles Dodgers
728883|San Diego Padres at Los Angeles Dodgers (Tuesday September 4, 2012)|Los Angeles Dodgers vs San Diego Padres [9/4/2012] Tickets at StubHub!|San Diego Padres at Los Angeles Dodgers
728884|Philadelphia Phillies at Los Angeles Dodgers (Tuesday July 17, 2012)|Los Angeles Dodgers vs Philadelphia Phillies [7/17/2012] Tickets at StubHub!|Philadelphia Phillies at Los Angeles Dodgers
728885|Washington Nationals at Los Angeles Dodgers (Firday April 27, 2012)|Los Angeles Dodgers vs Washington Nationals [4/27/2012] Tickets at StubHub!|Washington Nationals at Los Angeles Dodgers
728886|Milwaukee Brewers at Los Angeles Dodgers (Tuesday May 29, 2012)|Los Angeles Dodgers vs Milwaukee Brewers [5/29/2012] Tickets at StubHub!|Milwaukee Brewers at Los Angeles Dodgers
728887|San Diego Padres at Los Angeles Dodgers (Saturday July 14, 2012)|Los Angeles Dodgers vs San Diego Padres [7/14/2012] Tickets at StubHub!|San Diego Padres at Los Angeles Dodgers
728888|San Francisco Giants at Los Angeles Dodgers (Monday August 20, 2012)|Los Angeles Dodgers vs San Francisco Giants [8/20/2012] Tickets at StubHub!|San Francisco Giants at Los Angeles Dodgers
728889|Washington Nationals at Los Angeles Dodgers (Sunday April 29, 2012)|Los Angeles Dodgers vs Washington Nationals [4/29/2012] Tickets at StubHub!|Washington Nationals at Los Angeles Dodgers
728890|Los Angeles Angels at Los Angeles Dodgers (Tuesday June 12, 2012)|Los Angeles Dodgers vs Los Angeles Angels [6/12/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Los Angeles Dodgers
728891|Arizona Diamondbacks at Los Angeles Dodgers (Tuesday May 15, 2012)|Los Angeles Dodgers vs Arizona Diamondbacks [5/15/2012] Tickets at StubHub!|Arizona Diamondbacks at Los Angeles Dodgers
728892|Houston Astros at Los Angeles Dodgers (Sunday May 27, 2012)|Los Angeles Dodgers vs Houston Astros [5/27/2012] Tickets at StubHub!|Houston Astros at Los Angeles Dodgers
728893|Arizona Diamondbacks at Los Angeles Dodgers (Monday May 14, 2012)|Los Angeles Dodgers vs Arizona Diamondbacks [5/14/2012] Tickets at StubHub!|Arizona Diamondbacks at Los Angeles Dodgers
728894|San Francisco Giants at Los Angeles Dodgers (Wednesday August 22, 2012)|Los Angeles Dodgers vs San Francisco Giants [8/22/2012] Tickets at StubHub!|San Francisco Giants at Los Angeles Dodgers
728895|Colorado Rockies at Los Angeles Dodgers (Sunday September 30, 2012)|Los Angeles Dodgers vs Colorado Rockies [9/30/2012] Tickets at StubHub!|Colorado Rockies at Los Angeles Dodgers
728896|Houston Astros at Los Angeles Dodgers (Friday May 25, 2012)|Los Angeles Dodgers vs Houston Astros [5/25/2012] Tickets at StubHub!|Houston Astros at Los Angeles Dodgers
728897|Colorado Rockies at Los Angeles Dodgers (Saturday May 12, 2012)|Los Angeles Dodgers vs Colorado Rockies [5/12/2012] Tickets at StubHub!|Colorado Rockies at Los Angeles Dodgers
728898|Arizona Diamondbacks at Los Angeles Dodgers (Friday August 31, 2012)|Los Angeles Dodgers vs Arizona Diamondbacks [8/31/2012] Tickets at StubHub!|Arizona Diamondbacks at Los Angeles Dodgers
728899|Chicago Cubs at Los Angeles Dodgers (Sunday August 5, 2012)|Los Angeles Dodgers vs Chicago Cubs [8/5/2012] Tickets at StubHub!|Chicago Cubs at Los Angeles Dodgers
728900|Colorado Rockies at Los Angeles Dodgers (Friday September 28, 2012)|Los Angeles Dodgers vs Colorado Rockies [9/28/2012] Tickets at StubHub!|Colorado Rockies at Los Angeles Dodgers
728901|Milwaukee Brewers at Los Angeles Dodgers (Thursday May 31, 2012)|Los Angeles Dodgers vs Milwaukee Brewers [5/31/2012] Tickets at StubHub!|Milwaukee Brewers at Los Angeles Dodgers
728902|Colorado Rockies at Los Angeles Dodgers (Tuesday August 7, 2012)|Los Angeles Dodgers vs Colorado Rockies [8/7/2012] Tickets at StubHub!|Colorado Rockies at Los Angeles Dodgers
728903|San Francisco Giants at Los Angeles Dodgers (Tuesday May 8, 2012)|Los Angeles Dodgers vs San Francisco Giants [5/8/2012] Tickets at StubHub!|San Francisco Giants at Los Angeles Dodgers
728904|Arizona Diamondbacks at Los Angeles Dodgers (Wednesday August 1, 2012)|Los Angeles Dodgers vs Arizona Diamondbacks [8/1/2012] Tickets at StubHub!|Arizona Diamondbacks at Los Angeles Dodgers
728905|St Louis Cardinals at Los Angeles Dodgers (Sunday September 16, 2012)|Los Angeles Dodgers vs St Louis Cardinals [9/16/2012] Tickets at StubHub!|St. Louis Cardinals at Los Angeles Dodgers
728906|St Louis Cardinals at Los Angeles Dodgers (Saturday September 15, 2012)|Los Angeles Dodgers vs St Louis Cardinals [9/15/2012] Tickets at StubHub!|St. Louis Cardinals at Los Angeles Dodgers
728907|Arizona Diamondbacks at Los Angeles Dodgers (Thursday August 30, 2012)|Los Angeles Dodgers vs Arizona Diamondbacks [8/30/2012] Tickets at StubHub!|Arizona Diamondbacks at Los Angeles Dodgers
728908|Colorado Rockies at Los Angeles Dodgers (Wednesday August 8, 2012)|Los Angeles Dodgers vs Colorado Rockies [8/8/2012] Tickets at StubHub!|Colorado Rockies at Los Angeles Dodgers
728909|Atlanta Braves at Los Angeles Dodgers (Tuesday April 24, 2012)|Los Angeles Dodgers vs Atlanta Braves [4/24/2012] Tickets at StubHub!|Atlanta Braves at Los Angeles Dodgers
728910|Chicago Cubs at Los Angeles Dodgers (Friday August 3, 2012)|Los Angeles Dodgers vs Chicago Cubs [8/3/2012] Tickets at StubHub!|Chicago Cubs at Los Angeles Dodgers
728911|St Louis Cardinals at Los Angeles Dodgers (Thursday September 13, 2012)|Los Angeles Dodgers vs St Louis Cardinals [9/13/2012] Tickets at StubHub!|St. Louis Cardinals at Los Angeles Dodgers
728912|St Louis Cardinals at Los Angeles Dodgers (Sunday May 20, 2012)|Los Angeles Dodgers vs St Louis Cardinals [5/20/2012] Tickets at StubHub!|St. Louis Cardinals at Los Angeles Dodgers
728913|Miami Marlins at Los Angeles Dodgers (Friday August 24, 2012)|Los Angeles Dodgers vs Miami Marlins [8/24/2012] Tickets at StubHub!|Miami Marlins at Los Angeles Dodgers
